Asteroid name,Reason for name,Category
(163624) Moorthy,"Bhasker Moorthy (b. 1978) is an American astronomer and a contributor to the Sloan Digital Sky Survey, best known for his work on stellar populations in bulges of spiral galaxies.",""
(17446) Mopaku,"The name Mopaku honors three assistants involved with the observations of minor planets at Kavular: Venkatachala Moorthy, Arvind Paranjpye and Kamatchiappan Kuppuswamy.",""
(1257) Mora,"",""
(3106) Morabito,"",""
(63068) Moraes,"Portuguese writer Wenceslau de Moraes (1854-1929) is known for introducing the culture of Tokushima to the wider world (including the discoverer). This observation was performed with the help of the Japan Space Guard Association.",""
(10372) Moran,"Landscape artist Thomas Moran (1837-1926) focused his work on the American frontier, from the shores of Lake Superior to the "Grand Canyon of the Yellowstone".   His illustrations of the west appeared in Harper's Weekly and The Aldine, among others.  He participated in John Wesley Powell's 1873 expedition to the Grand Canyon.",""
(5702) Morando,"",""
(14643) Morata,"Didier (b. 1954) and Stephane (b. 1977) Morata observe with a 0.30-m telescope from Martigues, in southern France.  They have discovered novae in M31 and minor planets and are now undertaking spectroscopy of Be-type stars.  Stephane is studying physics, and Didier is a chemist and editor of the magazine CCD et telescope.",""
(1901) Moravia,"",""
(5596) Morbidelli,"",""
(29435) Mordell,"Louis Joel Mordell (1888-1972) was born in the U.S. but moved to England as a student and spent the rest of his life there, being associated with the University of Manchester and later with Cambridge. His research ranged widely in number theory and algebraic geometry.",""
(14502) Morden,"James C. Morden (1869-1944) was an historian, educator and author in Stamford Township (now Niagara Falls), Ontario. Morden also had an active local political career as a member of Stamford Township Council, and a public school was named for him in 1952.","education:person;"
(2277) Moreau,"",""
(17892) Morecambewise,"Comedy duo Eric Morecambe (1926-1984) and Ernie Wise (1925-1999) teamed up in the 1940s to create Britain's finest stage double act and later became TV favorites.  Eric, `the one with the glasses', was known for his witty retorts, giving slaps to the cheeks of Ernie for plays `what he wrote'.",""
(11950) Morellet,"Abb&eacute; Andr&eacute; Morellet (1727-1819) left his M&eacute;moirs sur le XVIIIe si&egrave;cle et la R&eacute;volution (1821), a precious document about the eighteenth century. Besides several articles for Diderot's Encyclop&eacute;die, he refuted, in 1770, Galiani's Dialogues sur le commerce des bl&eacute;s.",""
(14914) Moreux,"Th&eacute;ophile Moreux (1867-1954), commonly known as "Abb&eacute; Moreux", was a French astronomer and meteorologist.  He founded an observatory in Bourges, where he was professor of science and mathematics.  He observed surface features on the Moon and Mars, and wrote several popular books on astronomy.","science:person;"
(3180) Morgan,"",""
(23821) Morganmonroe,"Morgan McKay Monroe (b. 1992) is a finalist in the 2007 Discovery Channel Young Scientist Challenge (DCYSC), a middle school science competition, for her physical science project.  She attends the Episcopal High School, Jacksonville, Florida.","education:person;"
(28400) Morgansinko,"Morgan Walker Sinko (b. 1994) was awarded second place in the 2011 Intel International Science and Engineering Fair for his environmental management project.  He attends the John Jay Science and Engineering Academy, San Antonio, Texas, U.S.A.","education:person;"
(30240) Morgensen,"Kristen Morgensen mentored a finalist in the 2014 Broadcom MASTERS, a math and science competition for middle school students. She teaches at the Harker School, San Jose, California.","education:person;"
(9764) Morgenstern,"",""
(4650) Mori,"",""
(5048) Moriarty,"",""
(304368) Moricz,"Zsigmond M&oacute;ricz (1879-1942) was a Hungarian novelist, journalist and one of the most prominent figures of Social Realism in the 20th century. His novels expressed the lives of the Hungarian peasantry and dealt with issues of poverty.  His best known novel is Be Faithful Unto Death.",""
(19190) Morihiroshi,"Hiroshi Mori (b. 1958), a Japanese amateur astronomer, is one of the members of the Yamaneko Group of Comet Observers. He is a devoted observer of small bodies. He discovered 42 minor planets with M. Arai at Yorii.",""
(8739) Morihisa,"In addition to his own petrological research, Morihisa Suzuki (b. 1944), a professor at Hiroshima University, has taught earth science, using rocks and meteorites he himself collected in Antarctica.  This effective way of using the relationship between space and the earth resulted in the education of many excellent science teachers.","science:person;"
(16718) Morikawa,"Yoshiki Morikawa (b. 1981) is a Japanese amateur astronomer and popularizer of astronomy in Tokyo.  He enjoys observing and photographing nebulae and star clusters through his telescope.","science:person;"
(9204) Morike,"Named for the Swabian poet Eduard M&ouml;rike (1804-1875), one of the great German lyric poets.  The wonders of nature were revealed to him everywhere, even in the smallest thing.   More than 50 of his poems were set to music by  Hugo Wolf, notably "At midnight".  His most beautiful work in prose is the short novel "Mozarts Reise nach Prag", written in a fluid, breathtaking style similar to Mozart's music.",""
(6643) Morikubo,"",""
(6650) Morimoto,"",""
(14436) Morishita,"After Yoko Morishita (b. 1947) retired from the medical field in 2007, she decided to nurture her interest in astronomy.  She is an enthusiastic supporter of activities at the Astronomical Society of Shikoku, making many contributions there to furthering the spread of astronomical awareness.",""
(6935) Morisot,"",""
(7797) Morita,"Yukio Morita (b. 1952), a dentist in Hiroshima, is an expert on planetary photography and one of the most active members of the Mars section of the Oriental Astronomical Association.",""
(10878) Moriyama,"Moriyama is a city on east side of  Lake Biwa, the largest lake in Japan, in Shiga Prefecture. It was a beautiful rural town and as the population had increased it was upgraded to be a city in 1970.","geographic:location;"
(22540) Mork,"Anna Jolene Mork (b. 1988) is a finalist in the 2006 Intel Science Talent Search (STS), a science competition for high school seniors, for her botany project.  She attends the Shorewood High School, Seattle, Washington.","education:person;"
(84921) Morkolab,"Morkol&aacute;b (or Markola&aacute;b) is a Hungarian mythical animal that eats the sun or moon during a total eclipse.  The name was inspired by the fact that this object was discovered during a total lunar eclipse.",""
(133404) Morogues,"Morogues is a charming village in central France famous for its white wine "appellation Menetou-Salon", and also for being the apex of one of the triangles used by Delambre in 1795 for the calculation of the m&eacute;ridienne. The discoverer started to practise astronomy in this village where his parents retired.",""
(305254) Moron,"Moron is a 1337-m mountain of the Jura, located north of Malleray in the canton of Bern, Switzerland.",""
(7724) Moroso,"For over 30 years Pascuala Moroso (1934-1996) and her husband, Rafael Villalobos (1930-1998), were in charge of the farm where the El Leoncito station was established in 1965.  The help and support of the couple were essential during the site search, as well as during the first years of the observatory's operation.",""
(1210) Morosovia,"",""
(16036) Moroz,"Astronomer and space scientist Vasily Ivanovich Moroz (1931-2004), professor at Moscow State University and researcher at the Institute of Space Research, was a leader in the Russian planetary exploration program. He was a specialist in the atmospheres of Mars and Venus. The name was suggested by D. P. Cruikshank.","science:person;"
(5521) Morpurgo,"",""
(152188) Morricone,"One of the most famous film composers of the twentieth century, Ennio Morricone (b. 1928) is also one of the most prolific composers working in any medium.   According to one source he has written the scores for 482 films over the past several decades.",""
(3783) Morris,"",""
(2410) Morrison,"Named in honor of David Morrison, astronomer at the University of Hawaii, Honolulu.  His research into the infrared radiometric properties of asteroids has been fundamental in revealing the diversity of asteroid surface albedos and compositions.  He has also worked on the definition of a taxonomic system for asteroids and on the distribution of the various taxonomic types in the main belt.",""
(7904) Morrow,"",""
(8672) Morse,"Samuel Finley Breese Morse (1791-1872) was an American painter and inventor who in 1838 developed the code of dots and dashes that now bears his name. After constructing the first telegraph between Baltimore and Washington, he became a philanthropist.",""
(19268) Morstadt,"Josef Morstadt (1797-1869) was a Czech astronomer, physicist and mathematician; he computed orbits of comets (notably of 3D/Biela) and was engaged in early meteor astronomy.  His brother Vincenc (1802-1875) was a painter, known especially for his charming views, mainly of Prague.",""
(5106) Mortensen,"Inger Mortensen (b. 1910) is an aunt of Brorfelde observer Karl Augustesen.",""
(20106) Morton,"Donald C. Morton (b. 1933), was director of the Anglo-Australian Observatory during 1976-1986 and of the Herzberg Institute of Astrophysics in Ottawa during 1986-2000.  With a rocket he made the first ultraviolet spectral observations of stars.  He played a leading role in the development of the Gemini Observatory.",""
(88795) Morvan,"The Morvan massif is the northern part of the Massif Central mountains in France. The name Morvan comes from a Celtic expression meaning "black mountain", due to the forests that cover it. The highest summit is the Haut Folin (902 m).",""
(16693) Moseley,"Terence J. C. A. Moseley (b. 1946), editor of Stardust, 1992 Aidan P. Fitzgerald Medallist and founding member of the Irish Federation of Astronomical Societies, was the first amateur to use the recently restored six-foot Birr telescope in Sept. 2001.  The name was suggested by J. C. McConnell.",""
(69754) Mosesmendel,"German-Jewish philosopher Moses Mendelssohn (1729-1786) was known for his ideas on Haskala (Jewish Enlightenment). In 1754 he met G. E. Lessing, who took him as the prototype of Nathan der Weise.  Mendelssohn's Philosophische Gespr&auml;che were published anonymously by Lessing in 1755.",""
(22492) Mosig,"Thomas Mosig mentored a finalist in the 2012 Intel Science Talent Search, a science competition for high-school seniors.  He teaches at the Troy High School, Fullerton, California.","education:person;"
(39405) Mosigkau,"The castle at Mosigkau near Dessau, with its garden, is a relic of the Rococo period in Germany. It was built for a princess of Anhalt.",""
(8254) Moskovitz,"Nicholas A. Moskovitz (b. 1981) is a postdoctoral research scientist at the Carnegie Institution for Science in Washington, DC.  His research includes spectroscopy of differentiated minor planets and their relationships to meteorites, with a particular focus on Vesta-like objects and HED meteorites.",""
(787) Moskva,"",""
(2915) Moskvina,"",""
(328563) Mosplanetarium,"Named for the Moscow planetarium, the oldest in Europe, which celebrated its 85th anniversary in 2014. The planetarium is the largest Russian center of popularization of scientific knowledge, and it has made important contribution to development of astronomy and cosmonautics.",""
(48472) Mossbauer,"German Rudolf Ludwig M&ouml;ssbauer (b. 1929) received with R. Hofstadter the Nobel Prize in physics in 1961 for his discovery of the recoil-free  \gamma -ray resonance absorption (M&ouml;ssbauer effect), which has wide application in nuclear physics, solid-state physics and chemistry.",""
(186832) Mosser,"Mosser Roger (1936-1990) was a famous French self-taught optician.  He produced high-quality mirrors for amateurs.",""
(4542) Mossotti,"",""
(14821) Motaeno,"Motaeno-Minato was the old name of Tamashima Port, Okayama prefecture, in the Edo Period.  Tamashima is the home town of the first discoverer.",""
(45500) Motegi,"Japanese amateur astronomer Hiromitsu Motegi (b. 1960) has a particular interest in digital imaging.  As an instructor at many meetings of observers, he has shared his knowledge with others, particularly children. He also collaborates with amateur astronomers through his web site.",""
(20731) Mothediniz,"Thais Moth&eacute;-Diniz (b. 1974) is a planetary scientist who works at Rio de Janeiro National Observatory. Using spectroscopy, she studies the families and composition of minor planets.","science:person;"
(32969) Motohikosato,"Motohiko Sato (b. 1939) organized the Yamagata Astronomical Society in 1961 and actively popularizes astronomy.",""
(250840) Motorhead,"The British heavy metal group Mot&ouml;rhead was established in 1975 by bassist, singer and songwriter Lemmy Kilmister (Ian Fraser Kilmister, b. 1945). Although defining themselves as a rock n' roll group, Mot&ouml;rhead influenced most present day heavy metal and punk rock groups.",""
(52291) Mott,"American John R. Mott (1865-1955) is one of the organizers of the modern ecumenical movement, ultimately resulting in the formation of the World Council of Churches.  He shared the 1946 Nobel Prize for Peace with Emily Greene Balch for his work in international church and missionary movements.",""
(239675) Mottez,"Fabrice Mottez (b. 1963) works on plasma astrophysics at the Paris Observatory.   His work has contributed to the physics of Earth's polar auroras, to radio emissions of solar-system planets and satellites, as well as pulsars and their electromagnetic interaction with orbiting companions, including asteroids.","science:person;"
(5388) Mottola,"",""
(18240) Mould,"Jeremy Mould (b. 1949), who has been director of Mount Stromlo Observatory and of the U.S. National Optical Astronomy Observatories, is well known for his determination of the expansion rate of the Universe.",""
(19518) Moulding,"Erin Louise Moulding (b. 1987) was awarded fourth place in the 2003 Intel International Science and Engineering Fair for her zoology project. She attends the Fremont High School, Plain City, Utah, U.S.A.","education:person;"
(993) Moultona,"",""
(30963) Mount Banzan,"Mt. Banzan is a popular landmark in a suburb west of Sendai city.  The Ayashi Station is at the foot of Mt. Banzan, and the New Sendai Astronomical Observatory will be established there in 2008.",""
(11927) Mount Kent,"Mt. Kent Observatory is a facility for astronomical education, research and outreach operated by the University of Southern Queensland.  It provides remote and robotic observing, in partnership with the University of Louisville, the University of Queensland and Automated Patrol Telescopes Australia.",""
(4182) Mount Locke,"",""
(17640) Mount Stromlo,"Home to Australia's oldest telescopes and latest technologies, Mt. Stromlo Observatory was devastated by fire on 2003 Jan. 18. Since the installation of the Oddie refractor in 1910, the staff contributed greatly to the astronomical community, including support for the Canberra Astronomical Society and amateur astronomy.",""
(2590) Mourao,"",""
(12130) Mousa,"Ahmed Shaker Mousa (b. 1984) is a finalist in the 2002 Intel International Science and Engineering Fair for his medicine and health project.  He attends the Avon Grove High School, Lincoln University, Pennsylvania, U.S.A.","education:person;"
(88906) Moutier,"Moutier is a medieval and industrial town set in the Jura mountains. Built next to the Moutier-Grandval abbey, it became a major intellectual and religious center in the Middle Ages.  Today Moutier is famous for its well-developed industry for the manufacture of lathes.",""
(30179) Movva,"Rajiv Movva (b. 2000) is a finalist in the 2014 Broadcom MASTERS, a math and science competition for middle school students, for his biochemistry, medicine, health science, and microbiology project.  He attends the Harker School, San Jose, California.","education:person;"
(23833) Mowers,"Christopher Scott Mowers (b. 1995) is a finalist in the 2007 Discovery Channel Young Scientist Challenge (DCYSC), a middle school science competition, for his physical science project.  He attends the St. Nicholas Catholic School, Gig Harbor, Washington.","education:person;"
(21388) Moyanodeburt,"Maria Moyano de Burt (b. 1951), a 2004 Intel International Science and Engineering Fair Excellence in Teaching Award finalist, is a teacher at the Escuela de Comercio Republica de Panama, Concepcion, Tucuman, Argentina.","education:person;"
(13620) Moynahan,"Dan Moynahan (b. 1971) is a computer programer working at the University of Arizona's Lunar and Planetary Laboratory. He contributed his time and efforts supporting observations and operations of the infrared instrument aboard the Cassini spacecraft on its mission to Saturn.",""
(300082) Moyocoanno,"Moyoco Anno (b. 1971) is a Japanese cartoonist and fashion writer, who has published many books on both subjects. She is also a director of an animation company.  Her cartoons and books have attained considerable popularity among young women in Japan.",""
(1034) Mozartia,"",""
(2850) Mozhaiskij,"",""
(24602) Mozzhorin,"Yurij Aleksandrovich Mozzhorin (1920-1998) was one of the organizers and leaders in the field of Soviet space-rocket engineering. He was the founder of the Space Mission Control Center and the director of the Central Research Institute of Machine Building (1961-1990).",""
(2309) Mr. Spock,"",""
(12448) Mr. Tompkins,"Mr. Tompkins is the bank clerk well known from George Gamow's popular books Mr. Tompkins in Wonderland and Mr. Tompkins Explores the Atom.  His fantastic dreams and adventures help explain Einstein's theory of relativity, cosmology, atomic structure and quantum theory.",""
(19081) Mravinskij,"Evgenij Aleksandrovich Mravinskij (1903-1988) was an outstanding Russian musician and conductor. He was the head of the State Symphonic Orchestra of the Leningrad Philharmonic Society for more than 50 years and was the first performer of D. D. Shostakovich symphonies and works of many other Soviet composers.",""
(2986) Mrinalini,"",""
(1832) Mrkos,"",""
(24837) Msecke Zehrovice,"M&#353;eck&eacute; &#381;ehrovice is a central Bohemian village known for its remnants of an ancient Celtic sanctuary.  A famous stone sculpture found there shows the head of a Celtic hero.  This is the most important Celtic object found in Bohemia.",""
(5807) Mshatka,"",""
(2116) Mtskheta,"",""
(3396) Muazzez,"",""
(17044) Mubdirahman,"Mubdi Rahman (b. 1984) was awarded second place in the 2003 Intel International Science and Engineering Fair for his earth and space sciences project.  He attends the Martingrove Collegiate Institute, Toronto, Ontario, Canada.","education:person;"
(5122) Mucha,"",""
(2946) Muchachos,"",""
(12412) Muchisachie,"Muchi Sachie (b. 1919) is a music teacher.  Originally a high-school teacher, she led the choral group at the Asakura High School, Fukuoka, during 1940-1986 and won numerous awards.  She also led the Mixed Chorus Suite Asakura Hymn, composed by Akira Miyoshi.  The name was suggested by M. Hirai and K. Hurukawa.",""
(7074) Muckea,"Hermann Mucke (b. 1935), director of the Urania Sternwarte and planetarium in Vienna, is well known for his work in ephemeris astronomy and the theory of astronomical phenomena.  He has contributed much to the astronomical education of schoolchildren and adults.  The name was suggested by V. K. Abalakin.",""
(278384) Mudanjiang,"Mudanjiang is a city in the northernmost Heilongjiang Province in China. The name comes from "Mudan ula" (literally "curving river" in Manchu), which was originally the name of the river that flows through the city.  Name suggested by B. Wang.",""
(4031) Mueller,"",""
(16623) Muenzel,"Gisela Muenzel (b. 1929) was the life partner of Hilmar W. Duerbeck (1948-2012).  Over the last 20 years, she contributed various papers on the history of astronomy, and collaborated with Duerbeck on diverse historical archives of astronomers and observatories.",""
(5568) Mufson,"Stuart Mufson (b. 1946), on the faculty of Indiana University, has built pioneering instrumentation for investigations in high-energy astrophysics, including cosmic-ray physics and the search for dark matter.  He has also contributed to the understanding of the interstellar medium and of regions of star formation.","science:person;"
(232949) Muhina,"The Museum of Natural History of Fribourg in Switzerland, founded in 1823, assures the conservation of its collections and offers unique information and research possibilities to researchers.",""
(10746) Muhlhausen,"In Carolinian times the Thuringian town of M&uuml;hlhausen was the haunt of emperors and kings.  It became a Reichstadt in 1180 and a member of the Hanse in 1418.  J. S. Bach was an organist here during 1707-1708.  The intact city is a jewel of town planning in medieval times.",""
(243491) Muhlviertel,"Muehlviertel, the northernmost of the four districts (together with Hausruckviertel, Traunviertel and Innviertel) of Upper Austria, has some good dark-sky observing sites, such as Davidschlag.",""
(4665) Muinonen,"",""
(7818) Muirhead,"",""
(4750) Mukai,"",""
(10146) Mukaitadashi,"Tadashi Mukai (b. 1945), a professor in the department of earth and planetary sciences at Kobe University, is known for studies of near-earth objects.",""
(24639) Mukhametdinov,"Vladimir Nagimovich Mukhametdinov (b. 1946) worked for 46 years as a mechanical and power engineer, then as a teacher in the Technical Lyceum.  As an enthusiastic amateur astronomer, he provides tireless assistance in upgrading the electronics of the telescopes at CrAO.",""
(25629) Mukherjee,"Anish Mukherjee (b. 1992) was awarded second place in the 2009 Intel International Science and Engineering Fair for his electrical and mechanical engineering team project.  He attends the South Point High School, Kolkata, West Bengal, India.","education:person;"
(23834) Mukhopadhyay,"Prithwis Kumar Mukhopadhyay (b. 1993) is a finalist in the 2007 Discovery Channel Young Scientist Challenge (DCYSC), a middle school science competition, for his environmental sciences project.  He attends the Lake Junior High School, Woodbury, Minnesota.","education:person;"
(196640) Mulhacen,"With a height of 3482 m above sea level, Mulhac&eacute;n is the highest mountain of the Iberian Peninsula, located in the Sierra Nevada mountain range in Andalusia, southern Spain.  Its name comes from Muley Hac&eacute;n, one of the ancient kings of the nearby city of Granada, who, according to legend, was buried on the mountain.","geographic:location;"
(21708) Mulhall,"Michael Mulhall (b. 1987) was awarded first place in the 2005 Intel International Science and Engineering Fair for his physics team project. He attends the Synge Street CBS Secondary School, Dublin, Ireland.","education:person;"
(10251) Mulisch,"Harry Mulisch (b. 1927) is one of the great post-war Dutch writers.  He has written novels, plays, essays, poems and philosophical reflections. The Discovery of Heaven (1992) is his magnum opus.",""
(5164) Mullo,"",""
(7172) Multatuli,"Named in memory of the great Dutch writer Multatuli ("I have suffered much", pseudonym of Eduard Douwes Dekker, 1820-1887). In 1838 he went to the Dutch East Indies, where he held a number of governmental posts.  In 1856 he resigned as assistant commissioner of Lebak, Java, because he was not supported by the government in his struggle to protect the Javanese from exploitation by their own chiefs. Back in Europe, he soon became internationally known with his novel Max Havelaar (1860), which enabled him to plead for justice in Java and to satirize the Dutch middle-class mentality.  Name proposed by the discoverer, endorsed by C.-~F. Merks and J. Meeus.",""
(8340) Mumma,"A researcher at NASA's Goddard Space Flight Center, Michael J. Mumma (b. 1941) has identified H _2 O, CH _3 OH, CH _4 , C _2 H _2  and C _2 H _6  in the infrared spectra of comets, and his work on comets as x-ray objects has helped provide a new probe for the solar wind.","science:person;"
(12362) Mumuryk,"Mumuryk Keiko Yuharo (b. 1959) is a painter and illustrator.  Having started painting as a 4-year-old, she works in oil, water, engraving and relief.  Her illustrations were used for posters by the Japanese International Space Station and the STS-123 Mission.",""
(25769) Munaoli,"Muna Oli (b. 1992) was awarded second place in the 2009 Intel International Science and Engineering Fair for her medicine and health sciences project.  She attends the Eastside High School, Gainesville, Florida, U.S.A.","education:person;"
(7599) Munari,"",""
(5699) Munch,"",""
(14014) Munchhausen,"Karl Friedrich Hieronymus Freiherr von M&uuml;nchhausen (1720-1797), also known as the "lies baron", was a member of a German noble lineage, first mentioned in 1183.  He was an excellent narrator of anecdotes and exaggerated adventure stories, which later were captured in novels, plays and films.",""
(17090) Mundaca,"Sebastian Mundaca (b. 1985) was awarded fourth place in the 2003 Intel International Science and Engineering Fair for his medicine and health team project.  He attends the Eagle School, Antofagasta, Chile.","education:person;"
(15576) Munday,"Named in honor of Emily S. Munday for achievement as a finalist in the 2001 Discovery Young Scientist Challenge (DYSC), a middle school science competition.  Emily is a student at the J. F. Kennedy Elementary School, Butte, Montana.","education:person;"
(28587) Mundkur,"Naethan Sid Mundkur (b. 1995) is a finalist in the 2013 Intel Science Talent Search, a science competition for high-school seniors, for his materials science project.  He attends the duPont Manual Magnet High School, Louisville, Kentucky.","education:person;"
(1466) Mundleria,"",""
(39655) Muneharuasada,"Muneharu Asada (b. 1961) became a member of the Yamagata Astronomical Society in 2009 and actively popularizes astronomy.",""
(23079) Munguia,"Scott Miguel Munguia (b. 1989) was awarded second place in the 2007 Intel International Science and Engineering Fair for his behavioral and social sciences project.  He attends the Tecnologico de Monterrey Campus Guadalajara, Guadalajara, Mexico.","education:person;"
(6595) Munizbarreto,"",""
(196736) Munkacsy,"Mih&aacute;ly Munk&aacute;csy (1844-1900) was a Hungarian painter who lived in Paris and gained an international reputation with his genre pictures and large-scale biblical paintings.",""
(7465) Munkanber,"Named in honor of John Munger, Veikko Kanto and Richard Berry, the authors of The CCD Cookbook.  By providing detailed instructions and software, they have made it possible for the amateur astronomer to construct and operate an efficient, low-cost CCD camera.  The final imaging and astrometry of this minor planet was carried out with such a camera made by the discoverer.",""
(163625) Munn,"Jeff Munn (b. 1961) is an American astronomer and a contributor to the Sloan Digital Sky Survey.",""
(1608) Munoz,"Named in memory of F. A. Munoz, an assistant in the department of extra-meridian astronomy at the La Plata Observatory and involved for many years in computational and observational work on minor planets at La Plata; he also took an active part in site testing for the 2.15-m Argentine telescope.",""
(4942) Munroe,"Randall Munroe (b. 1984) is a former NASA roboticist and the author of xkcd, a popular webcomic various themes including science, mathematics technology and computer science.",""
(12169) Munsterman,"Henk Munsterman (b. 1946), an amateur astrophotographer in the Netherlands, is known for his photographs of planets, minor planets, comets, nebulae, starclusters and galaxies.  The name was suggested by M. Drummen.",""
(20287) Munteanu,"Andrei Munteanu (b. 1986) is a finalist in the 2004 Intel Science Talent Search, a science competition for high school seniors, for his earth and space sciences project.  He attends the Benjamin Banneker High School, Washington, District of Columbia.","education:person;"
(17910) Munyan,"Benjamin Kendrick Munyan (b. 1985) was awarded third place in the 2003 Intel International Science and Engineering Fair for his medicine and health project.  He attends the Thomas Jefferson High School for Science and Technology, Alexandria, Virginia, U.S.A.","education:person;"
(1472) Muonio,"",""
(3295) Murakami,"",""
(30183) Murali,"Chythanya Murali (b. 2000) is a finalist in the 2014 Broadcom MASTERS, a math and science competition for middle school students, for her environmental sciences project.  She attends the Lisa Academy, Little Rock, Arkansas.","education:person;"
(21570) Muralidhar,"Vinayak Muralidhar (b. 1989) was awarded second place in the 2006 Intel International Science and Engineering Fair for his computer science team project.  He attends the Hamilton High School, Chandler, Arizona, U.S.A.","education:person;"
(5606) Muramatsu,"Named in honor of Osamu Muramatsu (b. 1949), who works at the planetarium in Sibuya and who has discovered numerous minor planets and comets since 1986.",""
(5124) Muraoka,"",""
(6538) Muraviov,"Mikhail Nikitich Muraviov (1757-1807), a representative of an old Russian gentry family, was well known as a poet and a literary man. He was an assistant minister of education and an administrator of Moscow State University, where he inaugurated the department of astronomy and built the observatory.",""
(3220) Murayama,"",""
(4642) Murchie,"Named in honor of Scott Murchie (b. 1959), who has a diverse interest in planetary problems ranging from icy satellites, martian rocks and moons, to age dating of terrestrial rocks.  On the staff of the Applied Physics Laboratory at Johns Hopkins University, he is currently the Near Earth Asteroid Rendezvous (NEAR) Instrument Scientist for the Multispectral Imager and the Near-Infrared Spectrograph. His hard work and dedication to the NEAR project, starting long before launch, has been key to maximizing mission scientific return. When NEAR enters orbit around (433) Eros, Murchie's groundwork in calibration, sequence planning and spectroscopy will contribute greatly to mission success. Name proposed by J. Veverka and citation written by M. Robinson.","science:person;"
(128562) Murdin,"Paul Geoffrey Murdin (b. 1942) held senior positions at the Royal Greenwich Observatory and other major institutions, and was a vice president and treasurer of the International Astronomical Union.  He is a prolific lecturer, broadcaster and writer on astronomy.",""
(9138) Murdoch,"Named in memory of Jean Iris Murdoch (1919-1999), prolific novelist and philosopher, whose 26 moralist-existentialist fictional works in 41 years earned her a place among the leading twentieth-century writers in the English language.  Already suffering from Alzheimer's disease when her last novel was published in 1995, Murdoch was lovingly cared for by her husband, the critic John Bayley, whose recent Elegy for Iris is a penetrating study of conflicting emotions.",""
(19453) Murdochorne,"Though also known for their work with others, the English comedy writer-performers Richard Murdoch (b. 1907) and Kenneth Horne (1907-1969) teamed up for the zany 1940s-1950s radio series Much Binding in the Marsh, the goings on at a ramshackle RAF base bringing welcome comic relief in the austere post-war years.",""
(26639) Murgas,"Jozef Murga&#353; (1864-1929), an inventor and pioneer in the field of radiotelegraphy, was the first anywhere in the world to broadcast the spoken word.  In 1904 he was granted two patents from the U.S. Patent Office for his "Tonsystem".  Altogether he registered twelve patents, all concerning radiotelegraphy.",""
(2982) Muriel,"",""
(13989) Murikabushi,"Murikabushi ("a swarm of stars" in the Okinawa dialect) is the name of the 1.05-m infrared-optical telescope at the Ishigakijima Astronomical Observatory.  The telescope was named following a popular suggestion from Okinawa citizens.",""
(9829) Murillo,"Bartolom&eacute; Est&eacute;ban Murillo (1618-1682) created many religious paintings for churches.  The painter from Seville is famous for his genre pictures of children that were poor but happy, and these are imitated even today.",""
(2979) Murmansk,"",""
(10347) Murom,"Murom is a historic Russian city on the left bank of the Oka river. It was founded in 862 by a settlement of Eastern Slavs in the land of Finno-Ugric people.  During medieval times the city was an important trade center on the Oka-Volga water route.",""
(19446) Muroski,"Megan Elizabeth Muroski (b. 1985) was awarded fourth place in the 2003 Intel International Science and Engineering Fair for her medicine and health project.  She attends the Lake Highland Preparatory School, Orlando, Florida, U.S.A.","education:person;"
(4439) Muroto,"",""
(941) Murray,"",""
(600) Musa,"",""
(7892) Musamurahigashi,"Tokyo Metropolitan Musasimurayamahigashi High School is where the first discoverer teaches astronomy and earth science. Musamurahigashi is the high school's nickname.",""
(3249) Musashino,"",""
(10776) Musashitomiyo,"Musashitomiyo, "minor stickleback" in English, is a fish about five centimeters long known for building a nest in the shape of a bird's nest. Nowadays seen only in the Kumagaya river, the fish has been protected by the citizens of Japan and designated as a natural treasure.",""
(10749) Musaus,"Johann Carl August Mus&auml;us (1735-1787), a private tutor at the court of Weimar, was the satiric author of the five-volume Volksm&auml;rchen der Deutschen, which brought him the reputation as a precursor to the brothers Grimm.",""
(966) Muschi,"",""
(29053) Muskau,"The landscaped park at Muskau sits astride the Neisse river on the border between Poland and Germany near Bad Muskau.",""
(12491) Musschenbroek,"Petrus van Musschenbroek (1692-1761) was a Dutch experimental scientist who will be always remembered for his invention of the Leiden jar, a capacitor capable of collecting electrostatic electricity. In 1792 he published his treatise on experimental physics, Physicae experimentales.",""
(1059) Mussorgskia,"",""
(296753) Mustafamahmoud,"Mustafa Kamal Mahmoud Husayn (1921-2009), commonly known as Mustafa Mahmoud, was an Egyptian scientist and a prolific author. He was trained as a doctor, but later chose a career as a journalist and author, traveling widely and writing on many subjects.",""
(2385) Mustel,"",""
(6815) Mutchler,"Max J. Mutchler (b. 1965), an astronomer at the Space Telescope Science Institute in Baltimore, Maryland, in June 2005 was the first person to identify Pluto's second and third satellites, using Hubble Space Telescope images.",""
(6098) Mutojunkyu,"Junkyu Muto (b. 1950) is famous worldwide as a Japanese sculptor and painter living in Rome.  His series of Kazenowa ("circle wind") sculptures is particularly well known, and in 2000 one of them was installated permanently at the papal villa in Castel Gandolfo as its first abstract sculpture as a monument to world peace.",""
(12368) Mutsaers,"Utrecht-born Charlotte Mutsaers (b. 1942) is a painter, woodcutter and writer.  Her highly acclaimed novel Rachels Rokje ("Rachel's Skirt") was published in 1994.  Her grandfather, a banker at Kapellen (Antwerp), was well known for his philanthropy.  The name was suggested by J. Geerts.",""
(7837) Mutsumi,"",""
